num,totalcells,layer,SOVEREIGNT,ADMIN,ADM0_A3,ISO_N3,year,commercial_group,totaltonne,calories,proteins,fats
113,89,0.011235955056179775,Kuwait,Kuwait,KWT,414,NA,NA,0,0,0,0
114,18,0.05555555555555555,Jordan,Jordan,JOR,400,NA,NA,0,0,0,0
115,93,0.010752688172043012,Israel,Israel,ISR,376,NA,NA,0,0,0,0
116,4,0.25,Israel,Palestine,PSX,275,NA,NA,0,0,0,0
117,695,0.0014388489208633094,Iran,Iran,IRN,364,NA,NA,0,0,0,0
118,31,0.03225806451612903,Iraq,Iraq,IRQ,368,NA,NA,0,0,0,0
119,82,0.012195121951219513,Lebanon,Lebanon,LBN,422,2019,Cod-likes,0.29007824634146345,237864.162,52214.08434146342,2030.547724390244
120,44,0.022727272727272728,Syria,Syria,SYR,760,NA,NA,0,0,0,0
121,1629,6.138735420503376e-4,Turkey,Turkey,TUR,792,2019,Cod-likes,9.663823193308778,7924335.018513198,1739488.1747955799,67646.76235316144
122,256,0.00390625,Taiwan,Taiwan,TWN,158,NA,NA,0,0,0,0
123,356,0.0028089887640449437,Pakistan,Pakistan,PAK,586,NA,NA,0,0,0,0
124,3134,3.190810465858328e-4,China,China,CHN,156,2019,Cod-likes,4.578281287492024,3754190.6557434597,824090.6317485643,32047.969012444166
125,547,0.0018281535648994515,South Korea,South Korea,KOR,410,2019,Cod-likes,22.846028848263256,18733743.65557587,4112285.1926873857,159922.20193784276
126,3013,3.3189512114171923e-4,Japan,Japan,JPN,392,2019,Cod-likes,75.77311128443412,62133951.25323598,13639160.031198142,530411.7789910389
127,564,0.0017730496453900709,North Korea,North Korea,PRK,408,2019,Cod-likes,119.5517258682624,98032415.21197517,21519310.65628723,836862.0810778367
128,55,0.01818181818181818,Turkmenistan,Turkmenistan,TKM,795,NA,NA,0,0,0,0
129,9,0.1111111111111111,Azerbaijan,Azerbaijan,AZE,031,NA,NA,0,0,0,0
130,142,0.007042253521126761,Georgia,Georgia,GEO,268,2019,Cod-likes,4.536284922535211,3719753.6364788734,816531.286056338,31753.994457746474
131,534,0.0018726591760299626,Ukraine,Ukraine,UKR,804,2019,Cod-likes,4.816125438202247,3949222.8593258425,866902.5788764046,33712.87806741573
132,23,0.043478260869565216,Kazakhstan,Kazakhstan,KAZ,398,NA,NA,0,0,0,0
133,31,0.03225806451612903,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,070,NA,NA,0,0,0,0
134,273,0.003663003663003663,Croatia,Croatia,HRV,191,2019,Cod-likes,4.853260904761905,3979673.9419047623,873586.9628571429,33972.82633333334
135,118,0.00847457627118644,Romania,Romania,ROU,642,2019,Cod-likes,0.01574694915254237,12912.498305084742,2834.450847457627,110.2286440677966
136,285,0.0035087719298245615,Poland,Poland,POL,616,2019,Cod-likes,51.3149332631579,42078245.27578948,9236687.987368422,359204.53284210525
