num,totalcells,layer,SOVEREIGNT,ADMIN,ADM0_A3,ISO_N3,year,commercial_group,totaltonne,calories,proteins,fats
57,93,0.010752688172043012,The Bahamas,The Bahamas,BHS,044,NA,NA,0,0,0,0
58,1413,7.077140835102619e-4,France,France,FRA,-99,2019,Scorpionfishes,4.8129763425336165,4957365.632809625,885587.6470261853,129950.36124840766
59,11362,8.80126738250308e-5,United States of America,United States of America,USA,840,2019,Scorpionfishes,16.098134651495776,16581078.69104065,2962056.7758752224,434649.635590386
60,12614,7.927699381639449e-5,Canada,Canada,CAN,124,2019,Scorpionfishes,2.933532188393848,3021538.1540456633,539769.922664468,79205.3690866339
61,1758,5.688282138794084e-4,Iceland,Iceland,ISL,352,2019,Scorpionfishes,33.63783890216155,34646974.06922639,6189362.357997725,908221.6503583618
62,6653,1.5030813166992335e-4,Denmark,Greenland,GRL,304,2019,Scorpionfishes,2.5024242308107625,2577496.957735086,460446.05846918025,67565.45423189059
63,617,0.0016207455429497568,Germany,Germany,DEU,276,2019,Scorpionfishes,0.4565978163257698,470295.75081554294,84013.99820394164,12328.141040795786
64,229,0.004366812227074236,Netherlands,Netherlands,NLD,528,2019,Scorpionfishes,10.702551283842794,11023627.822358077,1969269.436227074,288968.8846637555
65,533,0.001876172607879925,Ireland,Ireland,IRL,372,2019,Scorpionfishes,5.078743058622889,5231105.3503815755,934488.7227866115,137126.062582818
66,2813,3.5549235691432633e-4,United Kingdom,United Kingdom,GBR,826,2019,Scorpionfishes,0.9138058709562744,941220.0470849626,168140.28025595448,24672.758515819412
67,719,0.0013908205841446453,Denmark,Denmark,DNK,208,2019,Scorpionfishes,0.8596758719054242,885466.1480625869,158180.36043059803,23211.248541446454
68,14267,7.009182028457279e-5,Russia,Russia,RUS,643,2019,Scorpionfishes,2.435791334820285,2508865.074864893,448185.60560693237,65766.3660401477
69,64,0.015625,Lithuania,Lithuania,LTU,440,2019,Scorpionfishes,3.0837171875e-5,31.76228703125,5.674039625,0.832603640625
70,277,0.0036101083032490976,Latvia,Latvia,LVA,428,2019,Scorpionfishes,1.6417458927797834,1690998.269563177,302081.24427148013,44327.13910505416
71,314,0.0031847133757961785,Estonia,Estonia,EST,233,2019,Scorpionfishes,4.2952165605095546e-5,44.24073057324841,7.903198471337579,1.1597084713375798
72,1937,5.162622612287042e-4,Sweden,Sweden,SWE,752,2019,Scorpionfishes,0.0580581240165204,59799.86773701601,10682.694819039752,1567.569348446051
73,1069,9.354536950420954e-4,Finland,Finland,FIN,246,NA,NA,0,0,0,0
74,7372,1.3564839934888768e-4,Norway,Norway,NOR,-99,2019,Scorpionfishes,4.246200478838849,4373586.493204014,781300.8881063482,114647.41292864895
75,122,0.00819672131147541,France,French Southern and Antarctic Lands,ATF,260,NA,NA,0,0,0,0
76,2271,4.4033465433729633e-4,New Zealand,New Zealand,NZL,554,2019,Scorpionfishes,2.0905570418317923,2153273.7530867457,384662.4956970498,56445.04012945839
77,17936,5.575379125780553e-5,Australia,Australia,AUS,036,2019,Scorpionfishes,0.2884402271409456,297093.43395517394,53073.00179393398,7787.886132805532
78,197,0.005076142131979695,France,New Caledonia,NCL,540,NA,NA,0,0,0,0
79,66,0.015151515151515152,Vanuatu,Vanuatu,VUT,548,NA,NA,0,0,0,0
80,151,0.006622516556291391,East Timor,East Timor,TLS,626,NA,NA,0,0,0,0
81,214,0.004672897196261682,Solomon Islands,Solomon Islands,SLB,090,NA,NA,0,0,0,0
82,1753,5.704506560182544e-4,Papua New Guinea,Papua New Guinea,PNG,598,NA,NA,0,0,0,0
83,7710,1.2970168612191958e-4,Indonesia,Indonesia,IDN,360,2019,Scorpionfishes,0.11593771016861219,119415.84147367056,21332.538671024642,3130.3181745525294
84,1163,8.598452278589854e-4,Malaysia,Malaysia,MYS,458,2019,Scorpionfishes,5.699617600085984,5870606.128088564,1048729.6384158211,153889.67520232158
85,850,0.001176470588235294,South Africa,South Africa,ZAF,710,2019,Scorpionfishes,1.990713176470588,2050434.571764706,366291.2244705882,53749.25576470588
86,518,0.0019305019305019305,Namibia,Namibia,NAM,516,2019,Scorpionfishes,0.6994106706563706,720392.9907760618,128691.56340077218,18884.088107722007
87,578,0.0017301038062283738,Angola,Angola,AGO,024,2019,Scorpionfishes,0.06518666126297579,67142.26110086506,11994.345672387542,1760.0398541003465
88,53,0.018867924528301886,Democratic Republic of the Congo,Democratic Republic of the Congo,COD,180,NA,NA,0,0,0,0
89,1611,6.207324643078833e-4,Madagascar,Madagascar,MDG,450,NA,NA,0,0,0,0
90,883,0.0011325028312570782,Mozambique,Mozambique,MOZ,508,NA,NA,0,0,0,0
91,249,0.004016064257028112,United Republic of Tanzania,United Republic of Tanzania,TZA,834,2019,Scorpionfishes,0.0036233929357429714,3732.0947238152607,666.7043001767067,97.83160926506024
92,174,0.005747126436781609,Kenya,Kenya,KEN,404,2019,Scorpionfishes,0.1766078764367816,181906.11272988506,32495.849264367815,4768.412663793103
93,735,0.0013605442176870747,Somalia,Somalia,SOM,706,NA,NA,0,0,0,0
94,236,0.00423728813559322,Somaliland,Somaliland,SOL,-99,NA,NA,0,0,0,0
95,57,0.017543859649122806,Brunei,Brunei,BRN,096,NA,NA,0,0,0,0
96,415,0.0024096385542168677,Sri Lanka,Sri Lanka,LKA,144,NA,NA,0,0,0,0
97,2215,4.514672686230248e-4,Philippines,Philippines,PHL,608,2019,Scorpionfishes,0.12634892465011285,130139.39238961625,23248.202135620762,3411.4209655530476
98,148,0.006756756756756757,Cambodia,Cambodia,KHM,116,2019,Scorpionfishes,0.5687766775675676,585839.9778945945,104654.90867243242,15356.970294324326
99,765,0.00130718954248366,Thailand,Thailand,THA,764,2019,Scorpionfishes,42.94804112481046,44236482.35855477,7902439.566965124,1159597.1103698825
100,931,0.0010741138560687433,Vietnam,Vietnam,VNM,704,NA,NA,0,0,0,0
101,948,0.0010548523206751054,Myanmar,Myanmar,MMR,104,2019,Scorpionfishes,0.6608197373417721,680644.3294620253,121590.83167088607,17842.132908227846
102,1997,5.00751126690035e-4,India,India,IND,356,2019,Scorpionfishes,0.041826547225838756,43081.343642613916,7696.08468955433,1129.3167750976465
103,385,0.0025974025974025974,Bangladesh,Bangladesh,BGD,050,2019,Scorpionfishes,1.4164676018181817,1458961.629872727,260630.0387345454,38244.62524909091
104,95,0.010526315789473684,Djibouti,Djibouti,DJI,262,NA,NA,0,0,0,0
105,133,0.007518796992481203,Sudan,Sudan,SDN,729,NA,NA,0,0,0,0
106,260,0.0038461538461538464,Eritrea,Eritrea,ERI,232,NA,NA,0,0,0,0
107,591,0.001692047377326565,Yemen,Yemen,YEM,887,NA,NA,0,0,0,0
108,608,0.001644736842105263,Oman,Oman,OMN,512,NA,NA,0,0,0,0
109,971,0.0010298661174047373,Saudi Arabia,Saudi Arabia,SAU,682,2019,Scorpionfishes,0.05447064439752832,56104.76372945417,10022.598569145212,1470.7073987332647
110,263,0.0038022813688212928,United Arab Emirates,United Arab Emirates,ARE,784,NA,NA,0,0,0,0
111,123,0.008130081300813009,Qatar,Qatar,QAT,634,2019,Scorpionfishes,0.22764227642276424,234471.54471544718,41886.17886178862,6146.341463414635
112,890,0.0011235955056179776,Egypt,Egypt,EGY,818,2019,Scorpionfishes,0.9083713639325844,935622.504850562,167140.33096359554,24526.026826179783
113,89,0.011235955056179775,Kuwait,Kuwait,KWT,414,NA,NA,0,0,0,0
114,18,0.05555555555555555,Jordan,Jordan,JOR,400,NA,NA,0,0,0,0
115,93,0.010752688172043012,Israel,Israel,ISR,376,NA,NA,0,0,0,0
116,4,0.25,Israel,Palestine,PSX,275,NA,NA,0,0,0,0
117,695,0.0014388489208633094,Iran,Iran,IRN,364,2019,Scorpionfishes,8.357971437410074,8608710.580532376,1537866.7444834535,225665.22881007197
118,31,0.03225806451612903,Iraq,Iraq,IRQ,368,2019,Scorpionfishes,1.580639916129032,1628059.113612903,290837.7445677419,42677.27773548387
119,82,0.012195121951219513,Lebanon,Lebanon,LBN,422,2019,Scorpionfishes,1.300096768292683,1339099.6713414635,239217.80536585362,35102.61274390244
120,44,0.022727272727272728,Syria,Syria,SYR,760,2019,Scorpionfishes,1.4498813050000001,1493377.7441500002,266778.16012,39146.795235000005
121,1629,6.138735420503376e-4,Turkey,Turkey,TUR,792,2019,Scorpionfishes,0.17400766349907917,179227.89340405157,32017.410083830568,4698.206914475139
122,256,0.00390625,Taiwan,Taiwan,TWN,158,NA,NA,0,0,0,0
123,356,0.0028089887640449437,Pakistan,Pakistan,PAK,586,NA,NA,0,0,0,0
124,3134,3.190810465858328e-4,China,China,CHN,156,2019,Scorpionfishes,2.071200101467773,2133336.1045118063,381100.8186700702,55922.40273962988
125,547,0.0018281535648994515,South Korea,South Korea,KOR,410,2019,Scorpionfishes,25.017875722120657,25768411.993784275,4603289.1328702,675482.6444972578
126,3013,3.3189512114171923e-4,Japan,Japan,JPN,392,2019,Scorpionfishes,13.35980898108198,13760603.250514438,2458204.852519084,360714.84248921345
127,564,0.0017730496453900709,North Korea,North Korea,PRK,408,2019,Scorpionfishes,5.588533977127659,5756189.996441488,1028290.2517914892,150890.4173824468
128,55,0.01818181818181818,Turkmenistan,Turkmenistan,TKM,795,NA,NA,0,0,0,0
129,9,0.1111111111111111,Azerbaijan,Azerbaijan,AZE,031,NA,NA,0,0,0,0
130,142,0.007042253521126761,Georgia,Georgia,GEO,268,NA,NA,0,0,0,0
131,534,0.0018726591760299626,Ukraine,Ukraine,UKR,804,NA,NA,0,0,0,0
132,23,0.043478260869565216,Kazakhstan,Kazakhstan,KAZ,398,NA,NA,0,0,0,0
133,31,0.03225806451612903,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,070,2019,Scorpionfishes,0.0017909528387096774,1844.6814238709678,329.5353223225806,48.3557266451613
134,273,0.003663003663003663,Croatia,Croatia,HRV,191,2019,Scorpionfishes,0.2240109794139194,230731.308796337,41218.020212161166,6048.296444175825
135,118,0.00847457627118644,Romania,Romania,ROU,642,NA,NA,0,0,0,0
136,285,0.0035087719298245615,Poland,Poland,POL,616,2019,Scorpionfishes,0.0017185203263157894,1770.075936105263,316.2077400421052,46.400048810526314
