num,totalcells,layer,SOVEREIGNT,ADMIN,ADM0_A3,ISO_N3,year,commercial_group,totaltonne,calories,proteins,fats
23,61,0.01639344262295082,Trinidad and Tobago,Trinidad and Tobago,TTO,780,2019,Other fishes & inverts,50.84354726229509,43725450.64557377,6406286.955049181,1830367.7014426233
24,197,0.005076142131979695,Guinea-Bissau,Guinea-Bissau,GNB,624,2019,Other fishes & inverts,2027.9869416243653,1744068769.796954,255526354.64467004,73007529.89847715
25,314,0.0031847133757961785,Nicaragua,Nicaragua,NIC,558,2019,Other fishes & inverts,33.27852524522294,28619531.710891724,4193094.1808980904,1198026.9088280257
26,83,0.012048192771084338,Gambia,Gambia,GMB,270,2019,Other fishes & inverts,410.4415721686747,352979752.06506026,51715638.09325301,14775896.59807229
27,109,0.009174311926605505,El Salvador,El Salvador,SLV,222,2019,Other fishes & inverts,82.39935180733946,70863442.55431193,10382318.327724772,2966376.665064221
28,34,0.029411764705882353,Togo,Togo,TGO,768,2019,Other fishes & inverts,158.31402473529414,136150061.27235296,19947567.11664706,5699304.8904705895
29,410,0.0024390243902439024,Nigeria,Nigeria,NGA,566,2019,Other fishes & inverts,144.41812214634146,124199585.04585366,18196683.390439022,5199052.3972682925
30,35,0.02857142857142857,Benin,Benin,BEN,204,2019,Other fishes & inverts,639.6772042857143,550122395.6857142,80599327.74,23028379.354285717
31,178,0.0056179775280898875,Guinea,Guinea,GIN,324,2019,Other fishes & inverts,2233.372614044944,1920700448.0786517,281404949.36966294,80401414.10561799
32,232,0.004310344827586207,Mauritania,Mauritania,MRT,478,2019,Other fishes & inverts,1046.947197413793,900374589.775862,131915346.87413792,37690099.10689655
33,9,0.1111111111111111,Western Sahara,Western Sahara,SAH,732,NA,NA,0,0,0,0
34,452,0.0022123893805309734,Algeria,Algeria,DZA,012,2019,Other fishes & inverts,52.20771185840708,44898632.19823009,6578171.694159293,1879477.626902655
35,322,0.003105590062111801,Senegal,Senegal,SEN,686,2019,Other fishes & inverts,449.035351552795,386170402.3354037,56578454.29565217,16165272.655900622
36,283,0.0035335689045936395,Honduras,Honduras,HND,340,2019,Other fishes & inverts,18.281235621908127,15721862.634840988,2303435.6883604242,658124.4823886927
37,127,0.007874015748031496,Guatemala,Guatemala,GTM,320,2019,Other fishes & inverts,49.87383671102362,42891499.57148032,6284103.425588976,1795458.1215968502
38,126,0.007936507936507936,Belize,Belize,BLZ,084,2019,Other fishes & inverts,2.016877976984127,1734515.0602063492,254126.6251,72607.60717142858
39,126,0.007936507936507936,Jamaica,Jamaica,JAM,388,2019,Other fishes & inverts,86.59131992063492,74468535.13174602,10910506.309999999,3117287.517142857
40,101,0.009900990099009901,United States of America,Puerto Rico,PRI,630,2019,Other fishes & inverts,4.176934136633664,3592163.357504951,526293.7012158416,150369.6289188119
41,317,0.0031545741324921135,Dominican Republic,Dominican Republic,DOM,214,2019,Other fishes & inverts,40.69771722397476,35000036.81261829,5127912.3702208195,1465117.8200630916
42,246,0.0040650406504065045,Haiti,Haiti,HTI,332,2019,Other fishes & inverts,24.533718939024393,21098998.287560977,3091248.5863170736,883213.8818048781
43,1082,9.242144177449168e-4,Cuba,Cuba,CUB,192,2019,Other fishes & inverts,1.370227517560074,1178395.6651016637,172648.66721256933,49328.19063216266
44,3508,2.8506271379703536e-4,Mexico,Mexico,MEX,484,2019,Other fishes & inverts,233.9479171934216,201195208.7863426,29477437.566371124,8422125.018963179
45,612,0.0016339869281045752,Libya,Libya,LBY,434,2019,Other fishes & inverts,9.12681033496732,7849056.888071896,1149978.1022058823,328565.1720588236
46,879,0.0011376564277588168,Greece,Greece,GRC,300,2019,Other fishes & inverts,24.087297502502842,20715075.852152444,3034999.485315358,867142.7100901023
47,154,0.006493506493506494,Albania,Albania,ALB,008,2019,Other fishes & inverts,30.75942185714286,26453102.79714286,3875687.154,1107339.186857143
48,49,0.02040816326530612,Montenegro,Montenegro,MNE,499,2019,Other fishes & inverts,6.786093789795918,5836040.65922449,855047.8175142857,244299.37643265305
49,116,0.008620689655172414,Bulgaria,Bulgaria,BGR,100,2019,Other fishes & inverts,92.84521077586206,79846881.26724137,11698496.55775862,3342427.587931034
50,943,0.0010604453870625664,Morocco,Morocco,MAR,504,2019,Other fishes & inverts,857.8430020222695,737744981.7391517,108088218.25480597,30882348.0728017
51,354,0.002824858757062147,Tunisia,Tunisia,TUN,788,2019,Other fishes & inverts,122.95502183615818,105741318.77909604,15492332.75135593,4426380.786101695
52,396,0.0025252525252525255,Portugal,Portugal,PRT,620,2019,Other fishes & inverts,147.76559311868687,127078410.0820707,18618464.732954543,5319561.3522727275
53,1038,9.633911368015414e-4,Spain,Spain,ESP,724,2019,Other fishes & inverts,126.94459524084779,109172351.90712911,15995019.000346823,4570005.428670521
54,1273,7.855459544383347e-4,Italy,Italy,ITA,380,2019,Other fishes & inverts,28.41308985860173,24435257.27839749,3580049.3221838176,1022871.2349096623
55,24,0.041666666666666664,Slovenia,Slovenia,SVN,705,2019,Other fishes & inverts,1.96469683125,1689639.2748750001,247551.8007375,70729.085925
56,87,0.011494252873563218,Belgium,Belgium,BEL,056,2019,Other fishes & inverts,15.107013183908045,12992031.338160919,1903483.6611724137,543852.4746206896
57,93,0.010752688172043012,The Bahamas,The Bahamas,BHS,044,2019,Other fishes & inverts,5.272413774193549,4534275.845806452,664324.1355483872,189806.89587096777
58,1413,7.077140835102619e-4,France,France,FRA,-99,2019,Other fishes & inverts,49.71972723283794,42758965.420240626,6264685.63133758,1789910.180382166
59,11362,8.80126738250308e-5,United States of America,United States of America,USA,840,2019,Other fishes & inverts,19.28218489047703,16582679.005810246,2429555.2962001055,694158.6560571732
60,12614,7.927699381639449e-5,Canada,Canada,CAN,124,2019,Other fishes & inverts,3.413791685727763,2935860.8497258765,430137.75240169815,122896.50068619948
61,1758,5.688282138794084e-4,Iceland,Iceland,ISL,352,2019,Other fishes & inverts,80.2781457906712,69039205.37997724,10115046.36962457,2890013.248464164
62,6653,1.5030813166992335e-4,Denmark,Greenland,GRL,304,2019,Other fishes & inverts,8.231933311288142,7079462.647707802,1037223.5972223058,296349.5992063731
63,617,0.0016207455429497568,Germany,Germany,DEU,276,2019,Other fishes & inverts,36.64678794489465,31516237.632609397,4617495.281056725,1319284.3660162075
64,229,0.004366812227074236,Netherlands,Netherlands,NLD,528,2019,Other fishes & inverts,87.8219143231441,75526846.31790392,11065561.204716157,3161588.9156331876
65,533,0.001876172607879925,Ireland,Ireland,IRL,372,2019,Other fishes & inverts,135.07026115572233,116160424.59392121,17018852.905621015,4862529.401606004
66,2813,3.5549235691432633e-4,United Kingdom,United Kingdom,GBR,826,2019,Other fishes & inverts,15.846151020263065,13627689.877426235,1996615.0285531462,570461.4367294703
67,719,0.0013908205841446453,Denmark,Denmark,DNK,208,2019,Other fishes & inverts,98.04362044089011,84317513.5791655,12353496.175552154,3529570.3358720443
68,14267,7.009182028457279e-5,Russia,Russia,RUS,643,2019,Other fishes & inverts,35.838172974949174,30820828.75845629,4515609.7948435955,1290174.2270981702
69,64,0.015625,Lithuania,Lithuania,LTU,440,2019,Other fishes & inverts,25.27046140625,21732596.809375,3184078.1371875,909736.610625
70,277,0.0036101083032490976,Latvia,Latvia,LVA,428,2019,Other fishes & inverts,2.293367636823105,1972296.1676678702,288964.32223971124,82561.23492563178
71,314,0.0031847133757961785,Estonia,Estonia,EST,233,2019,Other fishes & inverts,1.0152592200636943,873122.929254777,127922.66172802547,36549.33192229299
72,1937,5.162622612287042e-4,Sweden,Sweden,SWE,752,2019,Other fishes & inverts,4.3064581082601965,3703553.9731037687,542613.7216407848,155032.4918973671
73,1069,9.354536950420954e-4,Finland,Finland,FIN,246,2019,Other fishes & inverts,1.5813795500467727,1359986.4130402245,199253.82330589337,56929.66380168381
74,7372,1.3564839934888768e-4,Norway,Norway,NOR,-99,2019,Other fishes & inverts,33.638395903418335,28929020.476939768,4238437.88383071,1210982.2525230602
75,122,0.00819672131147541,France,French Southern and Antarctic Lands,ATF,260,NA,NA,0,0,0,0
76,2271,4.4033465433729633e-4,New Zealand,New Zealand,NZL,554,2019,Other fishes & inverts,33.52415798326728,28830775.865609862,4224043.905891677,1206869.687397622
77,17936,5.575379125780553e-5,Australia,Australia,AUS,036,2019,Other fishes & inverts,1.4814605413693132,1274056.0655776092,186664.02821253345,53332.579489295276
78,197,0.005076142131979695,France,New Caledonia,NCL,540,2019,Other fishes & inverts,5.265471989847716,4528305.911269035,663449.4707208121,189556.99163451776
79,66,0.015151515151515152,Vanuatu,Vanuatu,VUT,548,2019,Other fishes & inverts,67.48171253030303,58034272.7760606,8502695.77881818,2429341.6510909093
80,151,0.006622516556291391,East Timor,East Timor,TLS,626,NA,NA,0,0,0,0
81,214,0.004672897196261682,Solomon Islands,Solomon Islands,SLB,090,2019,Other fishes & inverts,7.843967859813084,6745812.359439252,988339.9503364485,282382.842953271
82,1753,5.704506560182544e-4,Papua New Guinea,Papua New Guinea,PNG,598,2019,Other fishes & inverts,4.277336932116372,3678509.7616200796,538944.4534466628,153984.12955618938
83,7710,1.2970168612191958e-4,Indonesia,Indonesia,IDN,360,2019,Other fishes & inverts,242.31673413074708,208392391.3524425,30531908.500474133,8723402.428706896
84,1163,8.598452278589854e-4,Malaysia,Malaysia,MYS,458,2019,Other fishes & inverts,365.49083503869304,314322118.13327605,46051845.21487532,13157670.06139295
85,850,0.001176470588235294,South Africa,South Africa,ZAF,710,2019,Other fishes & inverts,50.98590597647058,43847879.1397647,6424224.153035293,1835492.6151529409
86,518,0.0019305019305019305,Namibia,Namibia,NAM,516,2019,Other fishes & inverts,60.42421806949807,51964827.53976834,7613451.476756756,2175271.8505019303
87,578,0.0017301038062283738,Angola,Angola,AGO,024,2019,Other fishes & inverts,178.7928892733564,153761884.7750865,22527904.048442908,6436544.01384083
88,53,0.018867924528301886,Democratic Republic of the Congo,Democratic Republic of the Congo,COD,180,2019,Other fishes & inverts,26.04196716981132,22396091.766037736,3281287.863396226,937510.8181132075
89,1611,6.207324643078833e-4,Madagascar,Madagascar,MDG,450,2019,Other fishes & inverts,39.057892402234636,33589787.46592179,4921294.442681564,1406084.126480447
90,883,0.0011325028312570782,Mozambique,Mozambique,MOZ,508,2019,Other fishes & inverts,90.45871951689695,77794498.78453138,11397798.659129014,3256513.9026082903
91,249,0.004016064257028112,United Republic of Tanzania,United Republic of Tanzania,TZA,834,2019,Other fishes & inverts,95.87250389558231,82450353.35020079,12079935.49084337,3451410.140240963
92,174,0.005747126436781609,Kenya,Kenya,KEN,404,2019,Other fishes & inverts,55.435887436781606,47674863.19563218,6984921.817034482,1995691.947724138
93,735,0.0013605442176870747,Somalia,Somalia,SOM,706,2019,Other fishes & inverts,4.528759091156463,3894732.818394558,570623.6454857143,163035.32728163266
94,236,0.00423728813559322,Somaliland,Somaliland,SOL,-99,NA,NA,0,0,0,0
95,57,0.017543859649122806,Brunei,Brunei,BRN,096,2019,Other fishes & inverts,58.00625401754386,49885378.45508772,7308788.006210526,2088225.1446315788
96,415,0.0024096385542168677,Sri Lanka,Sri Lanka,LKA,144,2019,Other fishes & inverts,389.9528961445783,335359490.6843374,49134064.91421686,14038304.261204818
97,2215,4.514672686230248e-4,Philippines,Philippines,PHL,608,2019,Other fishes & inverts,340.96127566591423,293226697.0726862,42961120.73390519,12274605.923972912
98,148,0.006756756756756757,Cambodia,Cambodia,KHM,116,2019,Other fishes & inverts,202.5404489864865,174184786.1283784,25520096.572297297,7291456.163513513
99,765,0.00130718954248366,Thailand,Thailand,THA,764,2019,Other fishes & inverts,368.85936765751626,317219056.185464,46476280.32484705,13278937.235670585
100,931,0.0010741138560687433,Vietnam,Vietnam,VNM,704,2019,Other fishes & inverts,1008.6494141783028,867438496.1933404,127089826.18646614,36311378.910418905
101,948,0.0010548523206751054,Myanmar,Myanmar,MMR,104,2019,Other fishes & inverts,593.9206353375527,510771746.3902953,74834000.05253163,21381142.872151896
102,1997,5.00751126690035e-4,India,India,IND,356,2019,Other fishes & inverts,646.175177256034,555710652.4401892,81418072.33426028,23262306.381217223
103,385,0.0025974025974025974,Bangladesh,Bangladesh,BGD,050,2019,Other fishes & inverts,1075.1010987012987,924586944.883117,135462738.43636364,38703639.55324675
104,95,0.010526315789473684,Djibouti,Djibouti,DJI,262,2019,Other fishes & inverts,3.429160147368421,2949077.726736842,432074.17856842105,123449.76530526315
105,133,0.007518796992481203,Sudan,Sudan,SDN,729,2019,Other fishes & inverts,8.383004263157893,7209383.6663157875,1056258.5371578946,301788.15347368416
106,260,0.0038461538461538464,Eritrea,Eritrea,ERI,232,2019,Other fishes & inverts,11.610899430769232,9985373.510461539,1462973.3282769232,417992.3795076923
107,591,0.001692047377326565,Yemen,Yemen,YEM,887,2019,Other fishes & inverts,244.7978639878173,210526163.02952287,30844530.862464976,8812723.103561422
108,608,0.001644736842105263,Oman,Oman,OMN,512,2019,Other fishes & inverts,61.31105734375001,52727509.31562501,7725193.2253125,2207198.0643750005
109,971,0.0010298661174047373,Saudi Arabia,Saudi Arabia,SAU,682,2019,Other fishes & inverts,10.614545643666322,9128509.253553037,1337432.7511019565,382123.6431719876
110,263,0.0038022813688212928,United Arab Emirates,United Arab Emirates,ARE,784,2019,Other fishes & inverts,22.456660425855514,19312727.966235742,2829539.213657795,808439.7753307985
111,123,0.008130081300813009,Qatar,Qatar,QAT,634,2019,Other fishes & inverts,17.72249681300813,15241347.259186994,2233034.5984390248,638009.8852682927
112,890,0.0011235955056179776,Egypt,Egypt,EGY,818,2019,Other fishes & inverts,37.79972069101124,32507759.794269662,4762764.807067416,1360789.9448764047
113,89,0.011235955056179775,Kuwait,Kuwait,KWT,414,2019,Other fishes & inverts,21.3113947752809,18327799.506741572,2685235.7416853933,767210.2119101123
114,18,0.05555555555555555,Jordan,Jordan,JOR,400,2019,Other fishes & inverts,4.512917768333333,3881109.280766666,568627.6388099999,162465.03965999998
115,93,0.010752688172043012,Israel,Israel,ISR,376,2019,Other fishes & inverts,8.009262195698925,6887965.488301076,1009167.0366580645,288333.4390451613
116,4,0.25,Israel,Palestine,PSX,275,NA,NA,0,0,0,0
117,695,0.0014388489208633094,Iran,Iran,IRN,364,2019,Other fishes & inverts,241.88013479136694,208016915.92057556,30476896.983712237,8707684.85248921
118,31,0.03225806451612903,Iraq,Iraq,IRQ,368,2019,Other fishes & inverts,61.45208851612903,52848796.12387097,7742963.153032258,2212275.1865806454
119,82,0.012195121951219513,Lebanon,Lebanon,LBN,422,2019,Other fishes & inverts,7.738084112195122,6654752.3364878055,974998.5981365853,278571.0280390244
120,44,0.022727272727272728,Syria,Syria,SYR,760,2019,Other fishes & inverts,16.61268594318182,14286909.911136365,2093198.4288409092,598056.6939545455
121,1629,6.138735420503376e-4,Turkey,Turkey,TUR,792,2019,Other fishes & inverts,21.235018451810923,18262115.868557394,2675612.324928176,764460.6642651933
122,256,0.00390625,Taiwan,Taiwan,TWN,158,2019,Other fishes & inverts,802.851851171875,690452592.0078125,101159333.24765626,28902666.642187502
123,356,0.0028089887640449437,Pakistan,Pakistan,PAK,586,2019,Other fishes & inverts,330.1518884831461,283930624.09550565,41599137.9488764,11885467.98539326
124,3134,3.190810465858328e-4,China,China,CHN,156,2019,Other fishes & inverts,1002.6709953442885,862297055.9960881,126336545.41338035,36096155.83239439
125,547,0.0018281535648994515,South Korea,South Korea,KOR,410,2019,Other fishes & inverts,552.7925627056673,475401603.92687386,69651862.90091407,19900532.257404022
126,3013,3.3189512114171923e-4,Japan,Japan,JPN,392,2019,Other fishes & inverts,224.33412600464655,192927348.36399603,28266099.87658546,8076028.536167275
127,564,0.0017730496453900709,North Korea,North Korea,PRK,408,2019,Other fishes & inverts,128.97689737588652,110920131.74326241,16251089.069361702,4643168.305531915
128,55,0.01818181818181818,Turkmenistan,Turkmenistan,TKM,795,NA,NA,0,0,0,0
129,9,0.1111111111111111,Azerbaijan,Azerbaijan,AZE,031,NA,NA,0,0,0,0
130,142,0.007042253521126761,Georgia,Georgia,GEO,268,2019,Other fishes & inverts,12.324462366197183,10599037.634929577,1552882.2581408452,443680.64518309856
131,534,0.0018726591760299626,Ukraine,Ukraine,UKR,804,2019,Other fishes & inverts,36.10608456928839,31051232.729588017,4549366.655730337,1299819.044494382
132,23,0.043478260869565216,Kazakhstan,Kazakhstan,KAZ,398,NA,NA,0,0,0,0
133,31,0.03225806451612903,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,070,2019,Other fishes & inverts,0.250432573,215372.01278,31554.504198,9015.572628
134,273,0.003663003663003663,Croatia,Croatia,HRV,191,2019,Other fishes & inverts,31.100336355311356,26746289.265567765,3918642.380769231,1119612.1087912088
135,118,0.00847457627118644,Romania,Romania,ROU,642,2019,Other fishes & inverts,57.82577322033898,49730164.96949153,7286047.425762712,2081727.8359322033
136,285,0.0035087719298245615,Poland,Poland,POL,616,2019,Other fishes & inverts,10.655504094736843,9163733.521473685,1342593.5159368422,383598.1474105264
