num,totalcells,layer,SOVEREIGNT,ADMIN,ADM0_A3,ISO_N3,year,commercial_group,totaltonne,calories,proteins,fats
63,617,0.0016207455429497568,Germany,Germany,DEU,276,2019,Anchovies,0.003687114847649919,4830.120450421394,737.4229695299839,176.9815126871961
64,229,0.004366812227074236,Netherlands,Netherlands,NLD,528,2019,Anchovies,0.034636473908296946,45373.780819869,6927.294781659389,1662.5507475982533
65,533,0.001876172607879925,Ireland,Ireland,IRL,372,2019,Anchovies,3.219760015009381,4217885.619662289,643952.0030018761,154548.4807204503
66,2813,3.5549235691432633e-4,United Kingdom,United Kingdom,GBR,826,2019,Anchovies,0.12699970767863492,166369.61705901174,25399.941535726983,6095.985968574476
67,719,0.0013908205841446453,Denmark,Denmark,DNK,208,2019,Anchovies,0.011079206674547983,14513.760743657858,2215.8413349095963,531.8019203783032
68,14267,7.009182028457279e-5,Russia,Russia,RUS,643,2019,Anchovies,5.482216051797855,7181703.0278551895,1096443.210359571,263146.370486297
69,64,0.015625,Lithuania,Lithuania,LTU,440,NA,NA,0,0,0,0
70,277,0.0036101083032490976,Latvia,Latvia,LVA,428,NA,NA,0,0,0,0
71,314,0.0031847133757961785,Estonia,Estonia,EST,233,NA,NA,0,0,0,0
72,1937,5.162622612287042e-4,Sweden,Sweden,SWE,752,2019,Anchovies,6.781103355704698e-5,88.83245395973155,13.562206711409397,3.2549296107382553
73,1069,9.354536950420954e-4,Finland,Finland,FIN,246,NA,NA,0,0,0,0
74,7372,1.3564839934888768e-4,Norway,Norway,NOR,-99,2019,Anchovies,1.7206743353228433e-5,22.54083379272925,3.4413486706456866,0.8259236809549648
75,122,0.00819672131147541,France,French Southern and Antarctic Lands,ATF,260,NA,NA,0,0,0,0
76,2271,4.4033465433729633e-4,New Zealand,New Zealand,NZL,554,NA,NA,0,0,0,0
77,17936,5.575379125780553e-5,Australia,Australia,AUS,036,2019,Anchovies,0.0038234639635370206,5008.737792233497,764.6927927074041,183.52627024977696
78,197,0.005076142131979695,France,New Caledonia,NCL,540,NA,NA,0,0,0,0
79,66,0.015151515151515152,Vanuatu,Vanuatu,VUT,548,NA,NA,0,0,0,0
80,151,0.006622516556291391,East Timor,East Timor,TLS,626,NA,NA,0,0,0,0
81,214,0.004672897196261682,Solomon Islands,Solomon Islands,SLB,090,2019,Anchovies,0.16504462457943925,216208.4581990654,33008.92491588785,7922.141979813083
82,1753,5.704506560182544e-4,Papua New Guinea,Papua New Guinea,PNG,598,NA,NA,0,0,0,0
83,7710,1.2970168612191958e-4,Indonesia,Indonesia,IDN,360,2019,Anchovies,36.66100135019455,48025911.76875487,7332200.270038911,1759728.0648093387
84,1163,8.598452278589854e-4,Malaysia,Malaysia,MYS,458,2019,Anchovies,58.00691421805675,75989057.62565434,11601382.84361135,2784331.8824667237
85,850,0.001176470588235294,South Africa,South Africa,ZAF,710,2019,Anchovies,193.58623176470584,253597963.61176464,38717246.35294117,9292139.124705879
86,518,0.0019305019305019305,Namibia,Namibia,NAM,516,NA,NA,0,0,0,0
87,578,0.0017301038062283738,Angola,Angola,AGO,024,NA,NA,0,0,0,0
88,53,0.018867924528301886,Democratic Republic of the Congo,Democratic Republic of the Congo,COD,180,NA,NA,0,0,0,0
89,1611,6.207324643078833e-4,Madagascar,Madagascar,MDG,450,NA,NA,0,0,0,0
90,883,0.0011325028312570782,Mozambique,Mozambique,MOZ,508,2019,Anchovies,25.243552536806344,33069053.823216315,5048710.507361269,1211690.5217667045
91,249,0.004016064257028112,United Republic of Tanzania,United Republic of Tanzania,TZA,834,NA,NA,0,0,0,0
92,174,0.005747126436781609,Kenya,Kenya,KEN,404,2019,Anchovies,1.498318435632184,1962797.1506781608,299663.6871264368,71919.28491034482
93,735,0.0013605442176870747,Somalia,Somalia,SOM,706,NA,NA,0,0,0,0
94,236,0.00423728813559322,Somaliland,Somaliland,SOL,-99,NA,NA,0,0,0,0
95,57,0.017543859649122806,Brunei,Brunei,BRN,096,NA,NA,0,0,0,0
96,415,0.0024096385542168677,Sri Lanka,Sri Lanka,LKA,144,NA,NA,0,0,0,0
97,2215,4.514672686230248e-4,Philippines,Philippines,PHL,608,2019,Anchovies,18.116094311512413,23732083.54808126,3623218.8623024826,869572.5269525958
98,148,0.006756756756756757,Cambodia,Cambodia,KHM,116,2019,Anchovies,57.032227999999996,74712218.67999999,11406445.6,2737546.9439999997
99,765,0.00130718954248366,Thailand,Thailand,THA,764,2019,Anchovies,229.99009371895423,301287022.77183,45998018.74379084,11039524.498509802
100,931,0.0010741138560687433,Vietnam,Vietnam,VNM,704,2019,Anchovies,92.00964247046187,120532631.63630505,18401928.494092375,4416462.83858217
101,948,0.0010548523206751054,Myanmar,Myanmar,MMR,104,2019,Anchovies,14.377582710970463,18834633.351371307,2875516.5421940926,690123.9701265823
102,1997,5.00751126690035e-4,India,India,IND,356,2019,Anchovies,80.26896878668,105152349.1105508,16053793.757336002,3852910.50176064
103,385,0.0025974025974025974,Bangladesh,Bangladesh,BGD,050,2019,Anchovies,92.50676932467532,121183867.81532466,18501353.864935063,4440324.927584415
104,95,0.010526315789473684,Djibouti,Djibouti,DJI,262,NA,NA,0,0,0,0
105,133,0.007518796992481203,Sudan,Sudan,SDN,729,NA,NA,0,0,0,0
106,260,0.0038461538461538464,Eritrea,Eritrea,ERI,232,NA,NA,0,0,0,0
107,591,0.001692047377326565,Yemen,Yemen,YEM,887,NA,NA,0,0,0,0
108,608,0.001644736842105263,Oman,Oman,OMN,512,2019,Anchovies,16.277196232467105,21323127.064531907,3255439.246493421,781305.419158421
109,971,0.0010298661174047373,Saudi Arabia,Saudi Arabia,SAU,682,NA,NA,0,0,0,0
110,263,0.0038022813688212928,United Arab Emirates,United Arab Emirates,ARE,784,2019,Anchovies,1.893199594676806,2480091.469026616,378639.91893536126,90873.5805444867
111,123,0.008130081300813009,Qatar,Qatar,QAT,634,NA,NA,0,0,0,0
112,890,0.0011235955056179776,Egypt,Egypt,EGY,818,2019,Anchovies,7.535686950561798,9871749.905235955,1507137.3901123595,361712.9736269663
113,89,0.011235955056179775,Kuwait,Kuwait,KWT,414,NA,NA,0,0,0,0
114,18,0.05555555555555555,Jordan,Jordan,JOR,400,NA,NA,0,0,0,0
115,93,0.010752688172043012,Israel,Israel,ISR,376,NA,NA,0,0,0,0
116,4,0.25,Israel,Palestine,PSX,275,NA,NA,0,0,0,0
117,695,0.0014388489208633094,Iran,Iran,IRN,364,2019,Anchovies,0.10642544981294964,139417.33925496403,21285.089962589926,5108.421591021583
118,31,0.03225806451612903,Iraq,Iraq,IRQ,368,NA,NA,0,0,0,0
119,82,0.012195121951219513,Lebanon,Lebanon,LBN,422,2019,Anchovies,9.512195121951219,12460975.609756097,1902439.024390244,456585.3658536585
120,44,0.022727272727272728,Syria,Syria,SYR,760,NA,NA,0,0,0,0
121,1629,6.138735420503376e-4,Turkey,Turkey,TUR,792,2019,Anchovies,93.3751467145488,122321442.19605894,18675029.34290976,4482007.042298342
122,256,0.00390625,Taiwan,Taiwan,TWN,158,2019,Anchovies,171.5057778125,224672568.93437502,34301155.5625,8232277.335
123,356,0.0028089887640449437,Pakistan,Pakistan,PAK,586,2019,Anchovies,19.962656073033706,26151079.455674153,3992531.2146067414,958207.4915056179
124,3134,3.190810465858328e-4,China,China,CHN,156,2019,Anchovies,135.73233710603063,177809361.6089001,27146467.421206124,6515152.18108947
125,547,0.0018281535648994515,South Korea,South Korea,KOR,410,2019,Anchovies,311.0100747714808,407423197.9506398,62202014.95429616,14928483.589031078
126,3013,3.3189512114171923e-4,Japan,Japan,JPN,392,2019,Anchovies,81.19613893129772,106366942.00000001,16239227.786259543,3897414.668702291
127,564,0.0017730496453900709,North Korea,North Korea,PRK,408,2019,Anchovies,11.740890852836879,15380567.01721631,2348178.1705673756,563562.7609361702
128,55,0.01818181818181818,Turkmenistan,Turkmenistan,TKM,795,NA,NA,0,0,0,0
129,9,0.1111111111111111,Azerbaijan,Azerbaijan,AZE,031,NA,NA,0,0,0,0
130,142,0.007042253521126761,Georgia,Georgia,GEO,268,2019,Anchovies,1906.4481422535212,2497447066.352113,381289628.4507043,91509510.828169
131,534,0.0018726591760299626,Ukraine,Ukraine,UKR,804,2019,Anchovies,2.1858809494382023,2863504.0437640455,437176.1898876405,104922.2855730337
132,23,0.043478260869565216,Kazakhstan,Kazakhstan,KAZ,398,NA,NA,0,0,0,0
133,31,0.03225806451612903,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,070,2019,Anchovies,0.2025203900967742,265301.7110267742,40504.07801935484,9720.978724645161
134,273,0.003663003663003663,Croatia,Croatia,HRV,191,2019,Anchovies,20.417364439560437,26746747.41582417,4083472.887912087,980033.493098901
135,118,0.00847457627118644,Romania,Romania,ROU,642,2019,Anchovies,0.40163186440677967,526137.7423728814,80326.37288135593,19278.329491525423
136,285,0.0035087719298245615,Poland,Poland,POL,616,NA,NA,0,0,0,0
