num,totalcells,layer,SOVEREIGNT,ADMIN,ADM0_A3,ISO_N3,year,commercial_group,totaltonne,calories,proteins,fats
101,948,0.0010548523206751054,Myanmar,Myanmar,MMR,104,2019,Crustaceans,64.43652770042193,30285168.01919831,5992597.07613924,322182.6385021097
102,1997,5.00751126690035e-4,India,India,IND,356,2019,Crustaceans,224.3546640888883,105446692.1217775,20864983.760266613,1121773.3204444416
103,385,0.0025974025974025974,Bangladesh,Bangladesh,BGD,050,2019,Crustaceans,246.35849615584416,115788493.19324675,22911340.14249351,1231792.4807792208
104,95,0.010526315789473684,Djibouti,Djibouti,DJI,262,2019,Crustaceans,0.08381978757894737,39395.30016210526,7795.240244842105,419.0989378947368
105,133,0.007518796992481203,Sudan,Sudan,SDN,729,NA,NA,0,0,0,0
106,260,0.0038461538461538464,Eritrea,Eritrea,ERI,232,2019,Crustaceans,0.5703460030769231,268062.62144615385,53042.178286153845,2851.7300153846154
107,591,0.001692047377326565,Yemen,Yemen,YEM,887,2019,Crustaceans,1.7607295999001695,827542.9119530797,163747.85279071578,8803.647999500849
108,608,0.001644736842105263,Oman,Oman,OMN,512,2019,Crustaceans,4.868135604391447,2288023.73406398,452736.6112084046,24340.678021957236
109,971,0.0010298661174047373,Saudi Arabia,Saudi Arabia,SAU,682,2019,Crustaceans,10.270809188465499,4827280.318578784,955185.2545272915,51354.045942327495
110,263,0.0038022813688212928,United Arab Emirates,United Arab Emirates,ARE,784,2019,Crustaceans,0.6837262357414449,321351.3307984791,63586.539923954384,3418.6311787072245
111,123,0.008130081300813009,Qatar,Qatar,QAT,634,2019,Crustaceans,3.9683693300813014,1865133.5851382117,369058.347697561,19841.846650406507
112,890,0.0011235955056179776,Egypt,Egypt,EGY,818,2019,Crustaceans,8.40281584764045,3949323.448391012,781461.873830562,42014.079238202256
113,89,0.011235955056179775,Kuwait,Kuwait,KWT,414,2019,Crustaceans,13.506732,6348164.039999999,1256126.0760000001,67533.66
114,18,0.05555555555555555,Jordan,Jordan,JOR,400,NA,NA,0,0,0,0
115,93,0.010752688172043012,Israel,Israel,ISR,376,2019,Crustaceans,6.325342895698926,2972911.160978495,588256.8893000002,31626.71447849463
116,4,0.25,Israel,Palestine,PSX,275,NA,NA,0,0,0,0
117,695,0.0014388489208633094,Iran,Iran,IRN,364,2019,Crustaceans,51.57925282014388,24242248.825467624,4796870.5122733805,257896.2641007194
118,31,0.03225806451612903,Iraq,Iraq,IRQ,368,2019,Crustaceans,36.348571096774194,17083828.415483873,3380417.112,181742.85548387098
119,82,0.012195121951219513,Lebanon,Lebanon,LBN,422,2019,Crustaceans,1.363566792682927,640876.3925609756,126811.7117195122,6817.833963414634
120,44,0.022727272727272728,Syria,Syria,SYR,760,2019,Crustaceans,5.730800322727273,2693476.1516818185,532964.4300136364,28654.001613636363
121,1629,6.138735420503376e-4,Turkey,Turkey,TUR,792,2019,Crustaceans,3.8829528059165126,1824987.818780761,361114.61095023574,19414.764029582562
122,256,0.00390625,Taiwan,Taiwan,TWN,158,2019,Crustaceans,309.2545163671875,145349622.69257814,28760670.022148438,1546272.5818359375
123,356,0.0028089887640449437,Pakistan,Pakistan,PAK,586,2019,Crustaceans,85.51733744382022,40193148.59859551,7953112.3822752815,427586.6872191011
124,3134,3.190810465858328e-4,China,China,CHN,156,2019,Crustaceans,539.5318470963624,253579968.13529032,50176461.77996171,2697659.235481812
125,547,0.0018281535648994515,South Korea,South Korea,KOR,410,2019,Crustaceans,224.24156398537477,105393535.07312615,20854465.450639855,1121207.8199268738
126,3013,3.3189512114171923e-4,Japan,Japan,JPN,392,2019,Crustaceans,92.7918332310415,43612161.6185895,8629640.49048686,463959.1661552075
127,564,0.0017730496453900709,North Korea,North Korea,PRK,408,2019,Crustaceans,54.59117925531915,25657854.25,5076979.670744681,272955.8962765957
128,55,0.01818181818181818,Turkmenistan,Turkmenistan,TKM,795,NA,NA,0,0,0,0
129,9,0.1111111111111111,Azerbaijan,Azerbaijan,AZE,031,NA,NA,0,0,0,0
130,142,0.007042253521126761,Georgia,Georgia,GEO,268,2019,Crustaceans,1.4495516605633803,681289.2804647888,134808.30443239436,7247.758302816901
131,534,0.0018726591760299626,Ukraine,Ukraine,UKR,804,2019,Crustaceans,24.789975711610488,11651288.58445693,2305467.7411797754,123949.87855805244
132,23,0.043478260869565216,Kazakhstan,Kazakhstan,KAZ,398,NA,NA,0,0,0,0
133,31,0.03225806451612903,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,070,2019,Crustaceans,0.010864034483870967,5106.096207419355,1010.3552070000001,54.32017241935484
134,273,0.003663003663003663,Croatia,Croatia,HRV,191,2019,Crustaceans,1.2683582893772893,596128.396007326,117957.32091208793,6341.7914468864465
135,118,0.00847457627118644,Romania,Romania,ROU,642,NA,NA,0,0,0,0
136,285,0.0035087719298245615,Poland,Poland,POL,616,NA,NA,0,0,0,0
